ID,HeroID,Name,Rank,Level,EmpowerLevel,Rarity,Affinity,Faction,UsedT1MasScrolls,UnUsedT1MasScrolls,UsedT2MasScrolls,UnUsedT2MasScrolls,UsedT3MasScrolls,UnUsedT3MasScrolls,HP,ATK,DEF,CritRate,CritDamage,SPD,ACC,RES,BlessingID,BlessingGrade,BooksMissing
199,8331,Petrifya Rockroot,4,40,0,3,1,9,0,0,0,0,0,0,8950,796.900024414062,596,15,50,102,87,37,0,0,14
6853,3634,Amarantine Skeleton,4,40,0,3,4,10,0,0,0,0,0,0,12018,472,802,15,50,96,7,37,0,0,15
188,2903,Wanderer,4,40,0,3,3,11,0,0,0,0,0,0,8950,956.280029296875,487,15,50,99,57,37,0,0,11
29,3114,Centurion,4,40,0,3,4,12,0,0,0,0,0,0,10732,551,802,15,50,96,7,37,0,0,9
142,833,Berserker,4,40,0,3,3,13,0,0,0,0,0,0,10019,821.260009765625,566,15,50,101,57,37,0,0,0
253,9134,Branch-arm Lasair,4,40,0,3,4,14,0,0,0,0,0,0,12342.7998046875,643.5,709.900024414062,15,50,98,7,37,0,0,10
1925,7754,Shadowbow Tirlac,4,40,0,3,3,14,0,0,0,0,0,0,10879,550.219970703125,891.47998046875,15,50,98,57,37,0,0,11
197,4184,Bulwark,4,40,0,3,4,16,0,0,0,0,0,0,9425,582,857,15,50,100,7,52,0,0,11
254,5444,Kurzad Deepheart,4,40,0,3,4,16,0,0,0,0,0,0,10951,1549.30004882813,979.0400390625,55,76,153,62,46,0,0,16
241,5253,Avir the Alchemage,4,40,0,3,1,16,0,0,0,0,0,0,11207,598.940002441406,708,15,50,105,87,37,0,0,12
164,3160,Vanguard,3,11,0,3,4,1,0,0,0,0,0,0,4831,326,334,15,50,99,7,37,0,0,9
558,9470,Denid the Tusk Knight,3,11,0,3,4,1,0,0,0,0,0,0,4771,268,397,15,50,98,7,37,0,0,9
6863,10230,Silvain the Paramour,3,11,0,3,4,1,0,0,0,0,0,0,5009,409,240,15,50,104,7,37,0,0,8
9327,3160,Vanguard,3,11,0,3,4,1,0,0,0,0,0,0,4831,326,334,15,50,99,7,37,0,0,9
12127,3950,Steadfast Marshal,3,11,0,3,4,1,0,0,0,0,0,0,6376,290,268,15,50,93,7,37,0,0,6
163,140,Cataphract,3,11,0,3,3,1,0,0,0,0,0,0,5663,335,275,15,50,100,57,37,0,0,9
1953,7570,Riscarm,3,11,0,3,3,1,0,0,0,0,0,0,5365,236.520004272461,394,15,50,98,57,37,0,0,10
9559,800,Conquerer,3,11,0,3,3,1,0,0,0,0,0,0,4019,455.799987792969,268,15,50,102,57,37,0,0,14
12133,1940,Preserver,3,11,0,3,2,1,0,0,0,0,0,0,5306,263.940002441406,370,15,50,105,47,37,0,0,13
15260,3850,Bombardier,3,11,0,3,2,1,0,0,0,0,0,0,4079,415.200012207031,302,15,50,101,47,37,0,0,14
15579,6960,Spymaster,3,11,0,3,2,1,0,0,0,0,0,0,6257,263.940002441406,306,15,50,100,47,37,0,0,14
15779,5240,Quaestor,3,11,0,3,2,1,0,0,0,0,0,0,4415,399.959991455078,294,15,50,98,47,37,0,0,9
16349,2040,Courtier,3,11,0,3,2,1,0,0,0,0,0,0,4237,394.899993896484,310,15,50,95,47,37,0,0,13
236,6620,Misericord,3,11,0,3,1,1,0,0,0,0,0,0,3900,434.5,294,15,50,101,87,37,0,0,8
7591,150,Crossbowman,3,11,0,3,1,1,0,0,0,0,0,0,4594,359.359985351562,322,15,50,98,87,37,0,0,8
9214,2510,Grandmaster,3,11,0,3,1,1,0,0,0,0,0,0,4890,294.399993896484,366,15,50,103,87,37,0,0,12
12177,450,Valerie,3,11,0,3,1,1,0,0,0,0,0,0,5009,318.760009765625,334,15,50,96,87,37,0,0,9
13748,4660,Myrmidon,3,11,0,3,1,1,0,0,0,0,0,0,4831,272.059997558594,394,15,50,102,87,37,0,0,17
6849,3050,Interceptor,3,11,0,3,4,2,0,0,0,0,0,0,4950,290,361,15,50,87,7,37,0,0,11
12176,8320,Selinia Nightcloak,3,11,0,3,4,2,0,0,0,0,0,0,4415,397,290,15,50,103,7,37,0,0,14
50,6970,Medicus,3,11,0,3,3,2,0,0,0,0,0,0,5365,347.179992675781,282,15,50,104,57,37,0,0,12
1732,100,Hyria,3,11,0,3,3,2,0,0,0,0,0,0,3900,474.079986572266,256,15,50,104,57,37,0,0,10
4559,4890,Prosecutor,3,11,0,3,3,2,0,0,0,0,0,0,4534,403.019989013672,282,15,50,99,57,37,0,0,9
7176,2850,Magister,3,11,0,3,2,2,0,0,0,0,0,0,5782,298.460021972656,302,15,50,99,47,37,0,0,13
8833,390,Heiress,3,11,0,3,2,2,0,0,0,0,0,0,4118,359.359985351562,354,15,50,97,47,37,0,0,8
9554,390,Heiress,3,11,0,3,2,2,0,0,0,0,0,0,4118,359.359985351562,354,15,50,97,47,37,0,0,8
9,3360,Adjudicator,3,11,0,3,1,2,0,0,0,0,0,0,4475,390.839996337891,299,15,50,97,87,37,0,0,17
9446,30,Apothecary,3,11,0,3,1,2,0,0,0,0,0,0,5603,291.339996337891,322,15,50,104,87,37,0,0,10
15733,330,Avenger,3,11,0,3,1,2,0,0,0,0,0,0,4019,443.619995117188,278,15,50,107,87,37,0,0,14
6858,2220,Justiciar,3,11,0,3,4,3,0,0,0,0,0,0,4831,306,354,15,50,96,7,37,0,0,9
6859,5270,Draconis,3,11,0,3,4,3,0,0,0,0,0,0,5484,306,310,15,50,98,7,37,0,0,8
280,2060,Warpriest,3,11,0,3,3,3,0,0,0,0,0,0,5663,227.399993896484,382,15,50,95,57,37,0,0,11
2835,5260,Sanctum Protector,3,11,0,3,3,3,0,0,0,0,0,0,4950,276.119995117187,382,15,50,100,57,37,0,0,13
4051,2200,Judicator,3,11,0,3,3,3,0,0,0,0,0,0,3960,443.619995117188,282,15,50,107,57,37,0,0,14
4562,2460,Maiden,3,11,0,3,3,3,0,0,0,0,0,0,3841,427.380004882812,306,15,50,90,57,37,0,0,13
5909,5220,Headsman,3,11,0,3,3,3,0,0,0,0,0,0,3485,424.320007324219,334,15,50,103,57,37,0,0,10
7590,4370,Mother Superior,3,11,0,3,3,3,0,0,0,0,0,0,5246,330.940002441406,306,15,50,101,57,37,0,0,10
9561,510,Templar,3,11,0,3,3,3,0,0,0,0,0,0,5188,298.460021972656,342,15,50,95,57,37,0,0,10
13555,510,Templar,3,11,0,3,3,3,0,0,0,0,0,0,5188,298.460021972656,342,15,50,95,57,37,0,0,10
13559,510,Templar,3,11,0,3,3,3,0,0,0,0,0,0,5188,298.460021972656,342,15,50,95,57,37,0,0,10
13596,2190,Lamellar,3,11,0,3,2,3,0,0,0,0,0,0,6019,279.160003662109,306,15,50,96,47,37,0,0,8
15446,2180,Chaplain,3,11,0,3,2,3,0,0,0,0,0,0,5128,363.420013427734,282,15,50,100,47,37,0,0,6
66,1500,Athel,3,11,0,3,1,3,0,0,0,0,0,0,4534,354.299987792969,330,15,50,107,87,37,0,0,12
69,3040,Witness,3,11,0,3,1,3,0,0,0,0,0,0,4712,375.600006103516,299,15,50,99,87,37,0,0,12
1736,3400,Hospitaller,3,11,0,3,1,3,0,0,0,0,0,0,5484,351.239990234375,272,15,50,99,87,37,0,0,10
4055,6610,Castigator,3,11,0,3,1,3,0,0,0,0,0,0,5840,286.279998779297,310,15,50,98,87,37,0,0,8
16423,1503,Athel,3,11,0,3,1,3,0,0,0,0,0,0,4652,383.720001220703,330,15,50,107,87,37,0,0,12
6854,5400,Geargrinder,3,11,0,3,4,5,0,0,0,0,0,0,6078,268,310,15,50,98,7,37,0,0,11
113,640,Furystoker,3,11,0,3,3,5,0,0,0,0,0,0,4712,347.179992675781,326,15,50,103,57,37,0,0,8
4540,2410,Flesheater,3,11,0,3,3,5,0,0,0,0,0,0,4652,339.059997558594,338,15,50,97,57,37,0,0,9
14580,1610,Siegebreaker,3,11,0,3,3,5,0,0,0,0,0,0,4712,371.540008544922,302,15,50,93,57,37,0,0,14
16334,2410,Flesheater,3,11,0,3,3,5,0,0,0,0,0,0,4652,339.059997558594,338,15,50,97,57,37,0,0,9
7108,4050,Ogryn Jailer,3,11,0,3,2,5,0,0,0,0,0,0,3604,419.260009765625,330,15,50,102,47,37,0,0,14
7606,3920,Ruffstone,3,11,0,3,2,5,0,0,0,0,0,0,5306,419.260009765625,216,15,50,102,47,37,0,0,13
7670,670,Magmablood,3,11,0,3,2,5,0,0,0,0,0,0,4534,434.5,252,15,50,96,47,37,0,0,14
7596,2820,Pounder,3,11,0,3,1,5,0,0,0,0,0,0,4652,286.279998779297,389,15,50,98,87,37,0,0,8
8822,3100,Fortress Goon,3,11,0,3,1,5,0,0,0,0,0,0,5128,291.339996337891,354,15,50,93,87,37,0,0,12
11600,1000,Rocktooth,3,11,0,3,1,5,0,0,0,0,0,0,5188,375.600006103516,268,15,50,104,87,37,0,0,14
14562,5170,Wagonbane,3,11,0,3,1,5,0,0,0,0,0,0,5544,310.640014648438,306,15,50,100,87,37,0,0,17
32,6980,Cagebound,3,11,0,3,4,6,0,0,0,0,0,0,4712,268,401,15,50,98,7,37,0,0,10
13564,1130,Flinger,3,11,0,3,3,6,0,0,0,0,0,0,4118,403.019989013672,310,15,50,107,57,37,0,0,13
13556,890,Skullsworn,3,11,0,3,2,6,0,0,0,0,0,0,4237,427.380004882812,278,15,50,90,47,37,0,0,10
3711,880,Muckstalker,3,11,0,3,1,6,0,0,0,0,0,0,6434,298.460021972656,260,15,50,104,87,37,0,0,11
11273,2930,Slitherbrute,3,11,0,3,1,6,0,0,0,0,0,0,4296,412.140014648438,290,15,50,101,87,37,0,0,11
15283,2730,Skink,3,11,0,3,1,6,0,0,0,0,0,0,4356,419.260009765625,278,15,50,96,87,37,0,0,13
4241,5420,Panthera,3,11,0,3,4,7,0,0,0,0,0,0,4594,389,287,15,50,100,7,37,0,0,17
14550,2700,Bloodhorn,3,11,0,3,4,7,0,0,0,0,0,0,5425,287,334,15,50,92,7,37,0,0,6
56,2690,Grappler,3,11,0,3,3,7,0,0,0,0,0,0,4712,303.52001953125,370,15,50,97,57,37,0,0,15
8823,7060,Lamibur,3,11,0,3,3,7,0,0,0,0,0,0,5306,339.059997558594,294,15,50,96,57,37,0,0,10
12149,1270,Bloodpainter,3,11,0,3,2,7,0,0,0,0,0,0,5246,347.179992675781,290,15,50,100,47,37,0,0,13
16355,8310,Meatcarver Tolog,3,11,0,3,2,7,0,0,0,0,0,0,6553,215.220001220703,334,15,50,98,47,37,0,0,8
3743,780,Graybeard,3,11,0,3,1,7,0,0,0,0,0,0,4712,326.880004882812,346,15,50,95,87,37,0,0,15
5166,4690,Fleshmonger,3,11,0,3,1,7,0,0,0,0,0,0,4296,403.019989013672,299,15,50,95,87,37,0,0,13
16416,780,Graybeard,3,11,0,3,1,7,0,0,0,0,0,0,4712,326.880004882812,346,15,50,95,87,37,0,0,15
137,5160,Ripperfist,3,11,0,3,4,8,0,0,0,0,0,0,4475,428,256,15,50,97,7,37,0,0,13
14549,1760,Huntress,3,11,0,3,4,8,0,0,0,0,0,0,3960,397,322,15,50,97,7,37,0,0,11
259,2430,Totem,3,11,0,3,3,8,0,0,0,0,0,0,4594,343.119995117188,338,15,50,97,57,37,0,0,12
7657,5180,Wyvernbane,3,11,0,3,3,8,0,0,0,0,0,0,4118,407.079986572266,306,15,50,97,57,37,0,0,10
15739,270,Raider,3,11,0,3,3,8,0,0,0,0,0,0,4712,354.299987792969,318,15,50,95,57,37,0,0,13
7269,4400,Twinclaw Disciple,3,11,0,3,2,8,0,0,0,0,0,0,3722,443.619995117188,299,15,50,88,47,37,0,0,11
8819,1260,Goremask,3,11,0,3,2,8,0,0,0,0,0,0,4079,466.959991455078,252,15,50,101,47,37,0,0,17
13574,3090,Treefeller,3,11,0,3,2,8,0,0,0,0,0,0,4296,412.140014648438,290,15,50,98,47,37,0,0,14
15735,690,Ironclad,3,11,0,3,2,8,0,0,0,0,0,0,5782,322.820007324219,278,15,50,107,47,37,0,0,5
181,1320,Chopper,3,11,0,3,1,8,0,0,0,0,0,0,5425,306.580017089844,318,15,50,102,87,37,0,0,14
7603,4100,Pigsticker,3,11,0,3,1,8,0,0,0,0,0,0,4475,419.260009765625,272,15,50,99,87,37,0,0,13
7656,1480,Galek,3,11,0,3,1,8,0,0,0,0,0,0,4475,371.540008544922,318,15,50,106,87,37,0,0,13
8805,1290,Deathchanter,3,11,0,3,1,8,0,0,0,0,0,0,6138,272.059997558594,306,15,50,92,87,37,0,0,17
13553,1480,Galek,3,11,0,3,1,8,0,0,0,0,0,0,4475,371.540008544922,318,15,50,106,87,37,0,0,13
203,3070,Malbranche,3,11,0,3,4,9,0,0,0,0,0,0,4890,409,248,15,50,109,7,37,0,0,14
7279,2760,Marquis,3,11,0,3,4,9,0,0,0,0,0,0,5484,302,314,15,50,100,7,37,0,0,11
27,1470,Hellfang,3,11,0,3,3,9,0,0,0,0,0,0,4771,383.720001220703,287,15,50,102,57,37,0,0,17
3417,2940,Marquess,3,11,0,3,3,9,0,0,0,0,0,0,5663,294.399993896484,314,15,50,92,57,37,0,0,15
4038,6410,Hellfreak,3,11,0,3,3,9,0,0,0,0,0,0,5069,439.559997558594,212,15,50,105,57,37,0,0,15
4463,6170,Hellborn Sprite,3,11,0,3,3,9,0,0,0,0,0,0,5009,378.660003662109,275,15,50,97,57,37,0,0,11
8038,5740,Abyssal,3,11,0,3,3,9,0,0,0,0,0,0,5900,276.119995117187,318,15,50,93,57,37,0,0,11
16055,1460,Hound Spawn,3,11,0,3,2,9,0,0,0,0,0,0,4237,443.619995117188,264,15,50,96,47,37,0,0,15
16228,1460,Hound Spawn,3,11,0,3,2,9,0,0,0,0,0,0,4237,443.619995117188,264,15,50,96,47,37,0,0,15
16248,1460,Hound Spawn,3,11,0,3,2,9,0,0,0,0,0,0,4237,443.619995117188,264,15,50,96,47,37,0,0,15
16263,1460,Hound Spawn,3,11,0,3,2,9,0,0,0,0,0,0,4237,443.619995117188,264,15,50,96,47,37,0,0,15
16295,1460,Hound Spawn,3,11,0,3,2,9,0,0,0,0,0,0,4237,443.619995117188,264,15,50,96,47,37,0,0,15
6671,3350,Tormentor,3,11,0,3,1,9,0,0,0,0,0,0,4594,351.239990234375,330,15,50,99,87,37,0,0,14
14566,8330,Petrifya Rockroot,3,11,0,3,1,9,0,0,0,0,0,0,4475,390.839996337891,299,15,50,102,87,37,0,0,14
16246,1630,Diabolist,3,11,0,3,1,9,0,0,0,0,0,0,6019,335,252,15,50,108,87,37,0,0,10
16252,1630,Diabolist,3,11,0,3,1,9,0,0,0,0,0,0,6019,335,252,15,50,108,87,37,0,0,10
16441,1630,Diabolist,3,11,0,3,1,9,0,0,0,0,0,0,6019,335,252,15,50,108,87,37,0,0,10
16445,1630,Diabolist,3,11,0,3,1,9,0,0,0,0,0,0,6019,335,252,15,50,108,87,37,0,0,10
16482,1630,Diabolist,3,11,0,3,1,9,0,0,0,0,0,0,6019,335,252,15,50,108,87,37,0,0,10
16483,1630,Diabolist,3,11,0,3,1,9,0,0,0,0,0,0,6019,335,252,15,50,108,87,37,0,0,10
6856,3630,Amarantine Skeleton,3,11,0,3,4,10,0,0,0,0,0,0,5782,221,378,15,50,96,7,37,0,0,15
6860,3580,Stitched Beast,3,11,0,3,4,10,0,0,0,0,0,0,4594,406,272,15,50,104,7,37,0,0,15
6862,2520,Hollow,3,11,0,3,4,10,0,0,0,0,0,0,4296,409,287,15,50,92,7,37,0,0,12
14609,5200,Drowned Bloatwraith,3,11,0,3,4,10,0,0,0,0,0,0,4356,445,248,15,50,103,7,37,0,0,10
73,3060,Rotting Mage,3,11,0,3,3,10,0,0,0,0,0,0,5246,359.359985351562,278,15,50,103,57,37,0,0,10
1077,4070,Ghoulish Ranger,3,11,0,3,3,10,0,0,0,0,0,0,4079,458.859985351562,260,15,50,98,57,37,0,0,15
3151,4410,Corpulent Cadaver,3,11,0,3,3,10,0,0,0,0,0,0,6434,212.160003662109,346,15,50,99,57,37,0,0,15
12136,1200,Grinner,3,11,0,3,2,10,0,0,0,0,0,0,4415,314.700012207031,378,15,50,108,47,37,0,0,14
15723,2380,Wretch,3,11,0,3,2,10,0,0,0,0,0,0,4475,451.739990234375,240,15,50,100,47,37,0,0,12
9064,4730,Gravechill Killer,3,11,0,3,1,10,0,0,0,0,0,0,4356,390.839996337891,306,15,50,99,87,37,0,0,8
9560,20,Banshee,3,11,0,3,1,10,0,0,0,0,0,0,5306,326.880004882812,306,15,50,90,87,37,0,0,9
15730,3380,Temptress,3,11,0,3,1,10,0,0,0,0,0,0,3781,424.320007324219,314,15,50,102,87,37,0,0,11
3928,1890,Paragon,3,11,0,3,4,11,0,0,0,0,0,0,4594,322,354,15,50,99,7,37,0,0,10
12131,2860,Retainer,3,11,0,3,4,11,0,0,0,0,0,0,5246,224,409,15,50,96,7,37,0,0,13
14601,3140,Pain Keeper,3,11,0,3,4,11,0,0,0,0,0,0,5959,322,264,15,50,105,7,37,0,0,15
14604,2890,Eviscerator,3,11,0,3,4,11,0,0,0,0,0,0,3960,428,290,15,50,98,7,37,0,0,10
14605,1890,Paragon,3,11,0,3,4,11,0,0,0,0,0,0,4594,322,354,15,50,99,7,37,0,0,10
14607,3140,Pain Keeper,3,11,0,3,4,11,0,0,0,0,0,0,5959,322,264,15,50,105,7,37,0,0,15
8821,1970,Hexweaver,3,11,0,3,3,11,0,0,0,0,0,0,5306,303.52001953125,330,15,50,99,57,37,0,0,11
9740,2900,Wanderer,3,11,0,3,3,11,0,0,0,0,0,0,4356,455.799987792969,244,15,50,99,57,37,0,0,14
14568,60,Mystic Hand,3,11,0,3,2,11,0,0,0,0,0,0,5246,259.880004882813,378,15,50,91,47,37,0,0,12
15742,310,Judge,3,11,0,3,1,11,0,0,0,0,0,0,4118,455.799987792969,260,15,50,106,87,37,0,0,8
3927,6400,Ashwalker,3,11,0,3,4,12,0,0,0,0,0,0,3662,467,272,15,50,106,7,37,0,0,17
12125,2790,Daywalker,3,11,0,3,4,12,0,0,0,0,0,0,5128,302,338,15,50,94,7,37,0,0,5
12180,420,Renegade,3,11,0,3,4,12,0,0,0,0,0,0,5959,338,248,15,50,98,7,37,0,0,10
1163,8340,Longsword Torrux,3,11,0,3,3,12,0,0,0,0,0,0,4831,255.820007324219,409,15,50,99,57,37,0,0,14
2655,3120,Crimson Slayer,3,11,0,3,3,12,0,0,0,0,0,0,4475,351.239990234375,338,15,50,99,57,37,0,0,19
4174,900,Guardian,3,11,0,3,3,12,0,0,0,0,0,0,5959,276.119995117187,314,15,50,99,57,37,0,0,12
9558,250,Arcanist,3,11,0,3,2,12,0,0,0,0,0,0,5722,330.940002441406,275,15,50,96,47,37,0,0,8
4579,4470,Coffin Smasher,3,11,0,3,1,12,0,0,0,0,0,0,6613,224.339996337891,322,15,50,95,87,37,0,0,14
4587,340,Executioner,3,11,0,3,1,12,0,0,0,0,0,0,4712,276.119995117187,397,15,50,92,87,37,0,0,12
8615,340,Executioner,3,11,0,3,1,12,0,0,0,0,0,0,4712,276.119995117187,397,15,50,92,87,37,0,0,12
11926,1560,Theurgist,3,11,0,3,1,12,0,0,0,0,0,0,6019,306.580017089844,278,15,50,101,87,37,0,0,11
15741,1910,Magus,3,11,0,3,1,12,0,0,0,0,0,0,4534,412.140014648438,275,15,50,97,87,37,0,0,14
170,5720,Scrapper,3,11,0,3,4,13,0,0,0,0,0,0,4712,385,282,15,50,105,7,37,0,0,15
3946,2620,Skirmisher,3,11,0,3,4,13,0,0,0,0,0,0,5009,373,275,15,50,92,7,37,0,0,14
9326,3710,Ragemonger,3,11,0,3,4,13,0,0,0,0,0,0,4118,378,330,15,50,101,7,37,0,0,13
14610,2630,Ox,3,11,0,3,4,13,0,0,0,0,0,0,3960,354,366,15,50,101,7,37,0,0,12
111,5380,Tigersoul,3,11,0,3,3,13,0,0,0,0,0,0,3722,399.959991455078,342,15,50,99,57,37,0,0,19
4173,2090,Bloodbraid,3,11,0,3,3,13,0,0,0,0,0,0,6138,294.399993896484,282,15,50,92,57,37,0,0,14
4564,830,Berserker,3,11,0,3,3,13,0,0,0,0,0,0,4831,383.720001220703,282,15,50,101,57,37,0,0,11
13569,4440,Soulbond Bowyer,3,11,0,3,3,13,0,0,0,0,0,0,4594,394.899993896484,287,15,50,99,57,37,0,0,16
15574,4440,Soulbond Bowyer,3,11,0,3,3,13,0,0,0,0,0,0,4594,394.899993896484,287,15,50,99,57,37,0,0,16
10093,820,Warmaiden,3,11,0,3,2,13,0,0,0,0,0,0,5009,415.200012207031,240,15,50,100,47,37,0,0,13
11489,2100,Anointed,3,11,0,3,2,13,0,0,0,0,0,0,5009,259.880004882813,394,15,50,89,47,37,0,0,8
13372,820,Warmaiden,3,11,0,3,2,13,0,0,0,0,0,0,5009,415.200012207031,240,15,50,100,47,37,0,0,13
15946,820,Warmaiden,3,11,0,3,2,13,0,0,0,0,0,0,5009,415.200012207031,240,15,50,100,47,37,0,0,13
552,2030,Elder,3,11,0,3,1,13,0,0,0,0,0,0,4712,318.760009765625,354,15,50,95,87,37,0,0,6
7662,5140,Dunestrider,3,11,0,3,1,13,0,0,0,0,0,0,5069,415.200012207031,236,15,50,100,87,37,0,0,14
9791,1530,Marked,3,11,0,3,1,13,0,0,0,0,0,0,6316,286.279998779297,278,15,50,98,87,37,0,0,12
12150,3940,Hill Nomad,3,11,0,3,1,13,0,0,0,0,0,0,4415,390.839996337891,302,15,50,101,87,37,0,0,10
14608,9860,Glensage Cithrel,3,11,0,3,4,14,0,0,0,0,0,0,5128,342,299,15,50,105,7,37,0,0,11
8835,7750,Shadowbow Tirlac,3,11,0,3,3,14,0,0,0,0,0,0,4712,276.119995117187,397,15,50,98,57,37,0,0,11
8839,8060,Loneblade Riab,3,11,0,3,2,14,0,0,0,0,0,0,4019,403.019989013672,318,15,50,99,47,37,0,0,13
16468,8060,Loneblade Riab,3,11,0,3,2,14,0,0,0,0,0,0,4019,403.019989013672,318,15,50,99,47,37,0,0,13
102,8510,Tribuck Colwyn,3,11,0,3,1,14,0,0,0,0,0,0,4831,251.759994506836,413,15,50,105,87,37,0,0,9
3956,6070,Vagabond,3,11,0,3,3,15,0,0,0,0,0,0,4019,399.959991455078,322,15,50,97,57,37,0,0,12
13568,6060,Marauder,3,11,0,3,3,15,0,0,0,0,0,0,6830,255.820007324219,275,15,50,96,57,37,0,0,14
13924,5900,Bloodmask,3,11,0,3,2,15,0,0,0,0,0,0,6316,231.460006713867,334,15,50,96,47,37,0,0,11
15091,6600,Itinerant,3,11,0,3,2,15,0,0,0,0,0,0,4534,434.5,252,15,50,93,47,37,0,0,9
15720,6180,Odachi,3,11,0,3,2,15,0,0,0,0,0,0,4831,294.399993896484,370,15,50,97,47,37,0,0,11
14834,5890,Lifetaker,3,11,0,3,1,15,0,0,0,0,0,0,5782,347.179992675781,256,15,50,102,87,37,0,0,11
15746,6190,Assassin,3,11,0,3,1,15,0,0,0,0,0,0,4534,427.380004882812,260,15,50,92,87,37,0,0,16
15759,9450,Redcloak Taneko,3,11,0,3,1,15,0,0,0,0,0,0,5306,259.880004882813,373,15,50,101,87,37,0,0,9
6847,5120,Dilgol,3,11,0,3,4,16,0,0,0,0,0,0,5188,310,326,15,50,99,7,37,0,0,15
121,4680,Hatchet Slinger,3,11,0,3,3,16,0,0,0,0,0,0,3366,419.260009765625,346,15,50,96,57,37,0,0,11
126,5130,Gloril Brutebane,3,11,0,3,3,16,0,0,0,0,0,0,5484,383.720001220703,240,15,50,93,57,37,0,0,12
6695,4190,Madman,3,11,0,3,3,16,0,0,0,0,0,0,4594,427.380004882812,256,15,50,102,57,52,0,0,12
15571,5470,Boltsmith,3,11,0,3,2,16,0,0,0,0,0,0,4950,466.959991455078,193,15,50,97,47,37,0,0,11
15966,4320,Honor Guard,3,11,0,3,2,16,0,0,0,0,0,0,4950,255.820007324219,401,15,50,102,47,52,0,0,17
120,5450,Flailer,3,11,0,3,1,16,0,0,0,0,0,0,5009,326.880004882812,326,15,50,96,87,37,0,0,11
148,4670,Cudgeler,3,11,0,3,1,16,0,0,0,0,0,0,4950,363.420013427734,294,15,50,101,87,37,0,0,13
9042,5250,Avir the Alchemage,3,11,0,3,1,16,0,0,0,0,0,0,5365,286.279998779297,342,15,50,105,87,37,0,0,11
13362,4170,Runic Warder,3,11,0,3,1,16,0,0,0,0,0,0,5959,286.279998779297,302,15,50,106,87,52,0,0,12
13566,6390,Candleguard,3,11,0,3,1,16,0,0,0,0,0,0,5009,387.779998779297,268,15,50,97,87,37,0,0,8
6855,10160,Sunken Sentinel,3,11,0,3,4,17,0,0,0,0,0,0,3806,364,290,15,50,95,0,30,0,0,12
12265,10360,Crimson Pegason,3,11,0,3,2,17,0,0,0,0,0,0,5728,232.759994506836,298,15,50,96,40,30,0,0,8
13584,10150,Bladerider,3,11,0,3,1,17,0,0,0,0,0,0,4355,402.5,222,15,50,98,80,30,0,0,12
15851,4470,Coffin Smasher,3,10,0,3,1,12,0,0,0,0,0,0,6474,218.259994506836,316,15,50,95,87,37,0,0,14
16251,1630,Diabolist,3,1,0,3,1,9,0,0,0,0,0,0,4910,273.080017089844,206,15,50,108,87,37,0,0,10
16268,1630,Diabolist,3,1,0,3,1,9,0,0,0,0,0,0,4910,273.080017089844,206,15,50,108,87,37,0,0,10
16269,1630,Diabolist,3,1,0,3,1,9,0,0,0,0,0,0,4910,273.080017089844,206,15,50,108,87,37,0,0,10
16294,1630,Diabolist,3,1,0,3,1,9,0,0,0,0,0,0,4910,273.080017089844,206,15,50,108,87,37,0,0,10
16367,1630,Diabolist,3,1,0,3,1,9,0,0,0,0,0,0,4910,273.080017089844,206,15,50,108,87,37,0,0,10
15128,1450,Incubus,5,17,0,2,2,9,0,0,0,0,0,0,6222,632.200012207031,518,15,50,95,40,30,0,0,10
15164,1450,Incubus,5,17,0,2,2,9,0,0,0,0,0,0,6222,632.200012207031,518,15,50,95,40,30,0,0,10
16208,1450,Incubus,5,17,0,2,2,9,0,0,0,0,0,0,6222,632.200012207031,518,15,50,95,40,30,0,0,10
16209,1450,Incubus,5,17,0,2,2,9,0,0,0,0,0,0,6222,632.200012207031,518,15,50,95,40,30,0,0,10
16283,530,Duelist,3,11,0,2,2,1,0,0,0,0,0,0,3331,354.720001220703,248,15,50,101,40,30,0,0,13
15977,790,Archer,3,11,0,2,1,1,0,0,0,0,0,0,3971,332.359985351562,226,15,50,97,80,30,0,0,11
16412,3780,Word Bearer,3,11,0,2,1,1,0,0,0,0,0,0,4300,291.700012207031,244,15,50,96,80,30,0,0,10
16422,3780,Word Bearer,3,11,0,2,1,1,0,0,0,0,0,0,4300,291.700012207031,244,15,50,96,80,30,0,0,10
16105,1720,Elfguard,3,11,0,2,3,2,0,0,0,0,0,0,3916,336.420013427734,226,15,50,92,50,30,0,0,9
16447,1410,Intercessor,3,11,0,2,2,3,0,0,0,0,0,0,3806,291.700012207031,276,15,50,102,40,30,0,0,8
16233,1420,Battle Sister,3,11,0,2,1,3,0,0,0,0,0,0,4355,305.940002441406,226,15,50,101,80,30,0,0,10
16317,4350,Vilespawn,3,11,0,2,3,9,0,0,0,0,0,0,4081,283.580017089844,265,15,50,91,50,30,0,0,12
16267,1450,Incubus,3,11,0,2,2,9,0,0,0,0,0,0,3276,332.359985351562,272,15,50,95,40,30,0,0,10
16291,1450,Incubus,3,11,0,2,2,9,0,0,0,0,0,0,3276,332.359985351562,272,15,50,95,40,30,0,0,10
16292,1450,Incubus,3,11,0,2,2,9,0,0,0,0,0,0,3276,332.359985351562,272,15,50,95,40,30,0,0,10
16293,1450,Incubus,3,11,0,2,2,9,0,0,0,0,0,0,3276,332.359985351562,272,15,50,95,40,30,0,0,10
